term;lda_vector
hainan; 1.2753,-0.74,-0.72,1.83,-0.53,-1.26,-0.03,0.23,0.86,-0.54,0.65,-0.65,1.46,0.50,-0.26,-0.24,-1.14,1.23,-0.53,0.44,0.22,-0.20,-0.27,-0.44,0.69,-0.42,0.40,0.39,-0.38,-0.52,1.25,0.64,-0.02,0.49,0.27,-0.15,-0.56,0.43,-0.48,0.66,-1.82,0.20,0.92,-0.65,-0.55,-0.58,0.02,-0.12,0.68,-0.21
babe;-1.3535,0.90,0.02,-0.18,0.59,0.33,-0.52,-0.21,0.18,0.58,-0.37,0.92,-0.48,0.87,1.27,-0.28,0.05,0.37,-0.63,0.79,-0.54,-0.52,0.01,-0.27,0.32,-1.05,-0.56,-0.06,1.08,-1.38,-0.12,0.42,0.98,0.89,-0.76,0.15,0.80,0.22,-0.34,-0.09,-1.07,-0.24,-0.32,0.87,-0.12,-0.13,-0.64,-1.58,-0.93,0.58
ames;0.5533,0.15,0.25,0.23,-0.39,0.10,-0.40,0.31,0.34,-0.38,-0.36,0.30,-0.65,0.09,0.21,-0.16,0.17,-0.06,-0.80,0.64,0.12,0.30,0.77,-0.37,-0.46,-1.12,-0.15,0.16,-0.21,-0.41,-0.41,-1.02,0.24,-1.10,-0.09,0.02,-0.35,0.74,1.22,-0.30,0.33,-4.2995e-03,0.89,0.13,0.69,0.38,-0.07,0.13,-0.21,0.47
inc;-0.46913,-0.42,0.89,1.25,0.10,-0.33,-0.49,-1.39,0.11,-0.06,0.54,0.35,-0.20,-0.09,-1.03,0.43,-0.44,0.54,-0.08,0.04,0.93,0.24,0.21,-0.24,-0.76,-0.16,-0.57,-0.91,-0.64,0.09,0.80,-0.35,-0.39,0.05,-0.36,-0.90,-0.62,-0.53,0.19,-0.13,0.57,-0.67,-0.10,-0.04,0.11,0.56,-0.78,-0.30,0.17,0.07
midlands;-0.12318,-0.36,-0.41,5.0579e-03,-0.94,-0.22,-0.52,0.32,0.25,-0.78,0.43,-0.26,-0.21,-1.52,-1.33,0.62,0.60,1.38,-1.05,0.48,0.76,0.21,-0.19,1.99,-0.69,-0.27,0.07,0.07,-0.57,0.61,1.46,0.90,1.05,0.14,1.10,0.21,0.06,-0.59,-0.17,-0.33,0.95,-0.16,-0.62,-0.32,-1.07,1.17,-0.53,0.48,0.92,-0.56
hygiene;-0.79153,-0.24,-1.58,-0.80,-0.89,-0.11,0.32,-1.43,1.63,-0.66,0.78,0.22,0.78,-1.07,-0.08,0.35,-1.00,0.11,0.83,-0.38,0.04,0.92,-0.01,-0.68,0.24,-0.27,-0.38,0.12,0.46,0.74,1.70,1.02,-0.07,-0.97,-0.51,1.23,0.69,0.48,1.10,0.73,0.01,-0.34,1.08,0.83,1.14,0.61,-0.13,0.48,1.15,0.13
judo;-2.538,0.43,-0.88,0.97,-0.24,-0.47,1.01,-0.25,-0.20,-0.11,1.48,-0.53,-0.85,0.62,0.44,0.01,-0.13,1.45,-1.22,-0.56,0.10,0.25,0.12,0.12,0.03,-1.05,-0.68,-0.82,-1.16,-0.07,0.21,0.62,-0.68,0.03,0.02,0.03,-0.08,1.31,-0.61,0.22,-0.35,-0.72,0.67,0.47,1.06,-0.26,0.85,0.03,-0.40,-0.66
tinto;-0.034098,-0.92,0.51,2.08,0.29,-0.30,0.29,0.32,8.3527e-03,1.24,0.52,0.34,-0.63,-0.54,-0.28,0.03,0.36,0.82,-0.54,-1.38,1.04,1.05,0.01,-1.58,-0.50,0.25,1.06,0.21,-1.00,0.48,0.98,-0.87,0.41,1.27,0.96,-1.41,-0.38,-0.57,0.70,-0.94,-0.55,-0.78,0.80,-0.44,0.42,-0.31,-1.32,0.15,0.84,-0.93
cyberspace;0.21927,-0.56,0.33,0.37,-0.08,-0.83,-0.05,-0.95,0.72,0.48,-0.32,0.08,0.06,0.55,0.20,0.26,-0.11,-5.5824e-03,0.26,0.08,0.34,0.22,-0.26,0.96,0.61,-0.75,-0.41,-0.39,0.95,-0.48,0.77,0.18,-0.38,-0.79,-1.02,0.03,-0.97,-0.15,-0.58,-0.07,0.44,-0.16,0.45,1.65,-0.46,0.01,0.86,-0.40,0.07,-0.11
penguin;0.26809,0.19,-0.85,0.17,0.49,0.17,-1.14,-1.52,0.32,-0.41,0.32,1.02,0.55,0.38,1.04,0.31,0.06,-0.14,-1.22,0.83,0.06,0.45,0.41,0.30,-0.27,0.28,-0.78,-0.36,-0.66,-0.40,0.33,-0.39,0.13,1.04,-0.89,-0.28,-0.63,-1.07,0.18,-0.98,0.85,-0.25,0.25,0.64,-0.27,0.45,0.56,-0.36,-0.84,-0.26
antiquities;0.18343,-0.04,-1.01,0.13,1.01,-1.44,-0.69,-0.76,0.49,0.09,0.19,0.81,0.21,-0.24,1.34,0.27,0.96,-0.31,-0.05,1.01,1.27,-0.37,-1.07,-0.91,-0.76,-1.13,-0.67,-0.36,-0.28,-0.62,0.13,-1.40,0.06,-0.64,-0.10,1.27,-0.23,0.41,0.14,1.02,0.10,0.22,1.51,0.31,0.11,0.35,-0.92,0.93,0.07,-1.94
luca; 1.3798,-0.48,-0.65,0.01,0.88,0.96,-0.61,-0.16,-0.84,-0.06,1.06,-0.55,-1.33,-0.05,1.36,-1.51,0.51,-0.38,-0.11,-0.63,-0.90,-0.91,-0.81,1.16,-0.25,0.53,0.90,0.26,-1.60,-0.29,0.23,0.53,-0.26,0.07,-0.65,0.08,0.09,1.44,1.06,0.02,0.42,0.49,-0.76,-0.83,0.01,-1.33,0.59,-0.21,1.57,-0.09
defamation;-0.64207,-0.58,-1.00,1.38,-0.12,1.55,1.10,-0.51,0.01,0.52,-0.67,0.10,-0.14,-0.47,0.58,-0.62,-0.50,-0.78,-0.21,0.68,0.14,0.44,-0.04,-0.56,-1.32,-1.69,0.04,-0.57,-0.70,-0.81,0.49,-0.06,-0.18,0.10,-1.42,-0.35,0.45,-1.45,-0.39,-0.55,0.60,0.13,0.27,1.60,0.41,-0.39,-1.34,0.42,0.34,-0.20
fedex;0.15066,0.33,0.62,1.40,-0.25,-0.44,-0.94,0.52,1.43,-1.23,-0.09,0.38,-0.62,-0.37,0.26,0.18,-1.28,0.17,-0.99,-1.12,0.43,-1.07,-0.05,0.19,-0.38,-0.72,-0.44,-0.28,0.66,-0.29,0.27,1.32,-0.17,1.26,0.64,-0.56,0.08,0.33,-0.12,-0.02,0.87,-0.66,0.10,0.55,0.37,0.57,0.17,0.98,-0.02,0.61
raptors;-0.49248,0.19,0.52,0.36,0.31,-0.53,-1.41,-0.32,-0.51,0.76,0.12,0.66,-0.43,0.65,-0.27,-0.37,0.32,-0.84,-1.99,-0.17,-1.75,-0.05,0.05,-1.18,-0.74,0.41,1.31,-0.07,0.40,-1.15,0.17,1.20,0.56,-0.63,0.47,-0.18,0.62,-0.38,0.36,5.2427e-03,-0.96,-0.21,0.27,0.73,-0.21,1.30,-0.55,0.31,-0.37,0.11
pew;0.2833,0.16,0.43,-0.78,0.83,0.15,-1.64,-1.99,1.18,-0.69,-0.77,-0.98,0.20,0.89,-0.17,-0.47,0.33,-1.29,-0.09,0.22,0.13,0.86,0.57,-0.31,0.36,0.59,-0.42,-0.06,-1.74,0.53,0.37,0.20,0.16,-1.24,-2.05,-1.17,-0.16,0.02,1.05,-0.10,-0.23,-0.84,-0.24,1.12,0.20,-0.48,-0.51,-0.29,1.02,0.60
consular;0.067799,0.25,-0.77,0.19,1.00,-1.31,7.9084e-03,1.03,0.55,-1.78,0.68,0.58,0.60,0.29,1.5437e-03,-0.35,-1.51,-0.69,1.46,0.34,0.81,0.57,-0.80,0.18,-0.56,-0.90,0.77,-0.54,-0.12,-0.56,0.94,0.03,0.05,-0.70,0.14,0.44,0.37,-0.30,-0.79,0.66,0.43,-0.20,2.01,0.01,-0.56,-0.74,-0.57,1.11,-0.13,0.08
warwick;-0.14839,0.10,-0.61,8.1559e-03,-0.89,0.11,-0.60,0.31,-0.04,-0.17,-0.40,0.17,-0.50,-1.13,-0.90,0.47,0.57,0.01,-0.51,0.50,0.39,0.60,-0.33,0.37,0.17,-0.28,-0.19,-0.34,-0.94,-0.28,0.34,-0.68,0.62,0.18,1.27,-0.42,0.69,0.23,0.27,-0.03,0.17,-0.07,-0.60,0.04,-0.24,0.18,-0.04,-1.18,0.23,0.28
propulsion; 1.516,0.08,0.99,0.20,-1.25,0.33,-0.20,-0.38,0.35,0.18,1.32,0.67,0.05,1.33,-1.80,-0.60,-0.69,2.24,-0.75,-1.55,-0.31,0.07,-0.52,-1.05,0.81,-0.34,0.41,0.18,-0.01,0.76,1.32,-0.86,-0.95,-0.80,0.63,0.18,0.03,0.72,0.90,0.31,0.79,-0.97,0.22,-0.07,0.09,0.01,0.98,0.32,-0.37,0.59
remedies;0.77308,-0.79,-1.86,-0.24,-1.02,0.75,0.76,-0.38,0.56,1.10,-0.55,0.73,0.63,-0.55,0.21,0.13,-0.17,-0.65,1.09,-1.03,0.07,0.12,-0.24,-0.50,-0.32,-0.50,-0.14,-0.33,0.16,0.15,1.45,-0.02,-0.73,-0.02,0.73,0.08,0.04,0.29,0.42,-0.23,-0.37,-0.11,0.81,1.56,0.85,1.25,0.14,0.82,0.10,-0.02
sylvia;0.06734,0.17,-0.44,0.70,-0.12,0.91,-0.59,0.20,-0.43,-0.21,-0.66,0.20,-0.40,-0.31,0.13,-0.18,0.41,-0.10,0.51,0.97,-0.20,1.55,0.57,-0.08,1.26,0.08,-0.16,-0.60,-0.70,-0.76,0.04,-0.44,0.32,0.51,0.06,-0.07,-0.44,0.55,0.95,-0.16,0.32,0.23,-0.10,-0.79,0.17,1.9742e-03,-0.25,-0.94,0.30,0.50
infrared;0.66876,0.58,1.86,0.06,-0.40,-0.78,0.28,-1.14,0.24,1.31,1.38,-0.08,1.71,1.35,-1.63,1.15,-0.54,-0.11,-1.50,-0.77,-0.10,0.27,-0.01,-0.95,0.38,-0.32,-0.21,0.43,0.53,-0.32,0.90,-0.28,-0.52,-2.29,-0.05,0.38,0.32,0.16,-0.42,0.20,1.45,1.29,0.50,0.39,-0.32,-0.31,1.37,0.15,-0.40,-0.03
vodafone;0.92796,-0.89,0.67,1.58,0.30,0.96,-0.21,-0.37,0.04,0.03,1.32,0.17,-0.68,-0.18,0.14,1.49,-0.57,0.45,-0.83,-0.30,1.28,-0.09,-0.70,0.67,-0.51,-0.41,0.32,-0.22,-0.55,0.21,0.67,1.32,0.70,1.44,-0.50,-1.42,-0.14,-0.69,-0.73,-0.53,1.30,0.25,-0.63,0.03,-0.06,0.33,-0.57,0.51,-0.46,6.8293e-03
cathay; 1.3094,-0.18,-0.28,1.51,0.02,-0.15,-0.07,0.22,0.50,-0.80,0.84,1.10,-0.24,0.49,0.01,0.27,-1.02,0.31,-0.73,-0.82,0.88,0.13,-0.84,-0.71,0.03,-0.31,0.60,0.04,-0.53,0.12,0.61,1.13,0.76,1.40,-0.29,-1.58,-0.18,-1.00,-0.28,0.08,-0.76,-0.33,1.07,0.13,-0.39,-1.11,-0.69,-0.27,0.26,0.68
exeter;0.0103,0.58,-0.63,-1.17,-9.0892e-03,-0.21,-0.86,0.34,-0.39,-0.54,-0.01,0.33,-0.26,-1.58,-1.34,0.28,-0.39,0.52,-1.15,1.00,1.01,0.16,0.13,0.96,-0.68,-0.74,0.41,-0.21,-0.73,-0.33,0.35,0.33,0.48,-0.53,1.30,-0.09,-0.04,0.17,0.34,-0.26,0.84,-0.76,-0.84,0.18,-0.88,1.10,0.28,-0.04,-0.10,-0.64
msnbc;-0.017945,-0.01,1.06,1.37,-0.15,0.58,-1.39,-0.54,0.10,-0.41,-0.30,-0.51,-0.69,0.68,0.35,0.45,-0.60,0.09,-0.21,0.24,0.56,1.03,1.00,0.81,0.31,0.24,0.60,0.62,0.03,0.15,0.61,0.77,0.56,-0.60,-1.53,-0.70,-0.26,-0.60,-0.59,-0.26,0.96,0.31,-1.70,0.16,-0.55,-0.59,-0.43,0.74,-0.40,1.81
macarthur;0.40048,0.42,0.16,-0.23,0.28,-0.64,0.02,0.09,0.32,-0.80,-0.47,0.74,0.12,-0.54,-0.39,-0.10,0.48,0.58,-1.04,0.37,0.52,0.30,-0.65,-1.34,0.31,-0.90,0.19,-0.78,-1.06,-0.39,0.08,-0.33,-0.11,-0.23,0.04,-0.31,0.01,-0.10,-0.42,-0.26,-0.21,0.20,0.19,-0.50,-0.96,-0.27,-0.24,-0.98,-1.35,0.43
wachovia;0.3667,0.43,0.37,1.47,0.23,0.58,-0.59,0.39,-0.67,-0.42,-0.24,0.48,-0.96,-0.45,-0.45,1.62,0.26,-0.35,-0.48,0.31,0.70,-0.35,-0.52,-0.55,-1.04,-0.41,0.04,-0.04,-0.56,-1.01,0.20,0.22,1.18,0.74,0.68,-1.74,-0.72,-0.51,0.85,-0.62,-0.29,-0.69,0.06,0.49,-0.12,-0.04,-0.11,1.19,-0.56,0.72
analytical;0.3443,-0.24,-0.07,-0.23,0.40,-0.25,0.38,-0.99,0.11,0.66,0.54,0.32,-0.61,0.29,-1.07,-0.65,-0.53,0.14,0.19,-0.57,0.27,0.65,0.23,-0.59,0.33,0.08,-0.88,-0.51,-0.39,0.46,1.57,-0.99,0.07,-1.45,-0.05,-0.12,-0.54,1.48,0.87,0.32,1.12,-0.88,0.30,0.85,0.47,-0.45,1.32,1.68,0.13,0.93
hackett;-1.334,0.42,0.55,0.47,-0.34,-0.04,-0.76,0.41,-0.34,-0.37,0.26,0.19,-1.03,-0.52,1.09,0.31,0.86,0.07,-0.65,-0.51,-1.11,0.61,-0.27,-0.66,1.34,-0.24,0.59,-0.38,-0.06,-0.22,-7.2246e-03,-0.08,0.04,0.08,-0.15,-0.07,0.59,0.71,0.06,-0.09,0.30,0.09,-0.05,0.25,-0.12,-0.20,0.22,0.03,-1.14,0.54
correctional;-0.43542,0.22,-0.35,-0.31,-0.44,-0.75,0.27,0.61,0.90,-0.80,-8.5313e-03,-0.31,0.76,-0.05,-0.87,0.20,0.26,1.05,0.34,0.93,0.14,0.61,-0.85,0.21,-1.51,-0.74,1.10,-0.30,-1.00,-0.29,0.65,-1.05,0.16,-1.34,0.62,0.26,0.83,-1.17,1.83,0.02,-0.98,-0.29,0.74,0.56,-0.05,-0.21,1.0048e-03,-0.45,-0.37,0.98
polytechnic;-0.83003,0.33,-0.38,-0.50,-1.05,-1.17,-0.19,-0.43,-0.54,0.12,0.61,-0.48,0.51,-1.29,-1.12,0.68,-0.28,1.27,-0.30,1.52,1.07,0.36,-1.00,0.11,-0.51,-1.22,0.65,-0.68,-2.00,-0.58,0.44,-0.14,-0.06,-1.45,0.58,0.27,-0.13,0.30,1.30,0.04,-0.23,-0.30,2.8215e-03,0.08,-0.28,0.42,0.56,-0.37,0.33,-0.97
remembrance;0.19428,1.64,-0.99,-0.71,1.12,-0.46,0.36,-0.14,0.30,-0.59,-0.58,-0.68,0.62,-0.33,0.86,-0.49,-0.51,-0.01,-0.33,0.56,0.43,0.23,-0.50,-0.90,0.54,-0.06,-0.98,-0.01,0.15,-0.10,0.49,0.75,-0.51,-0.53,-1.45,0.48,1.02,-0.92,-0.35,0.44,-0.15,-0.93,-0.52,-0.24,0.58,0.35,-0.28,-0.21,-0.65,-0.50
duffy;-0.30854,0.01,-0.23,-0.14,0.48,0.81,-0.71,-0.08,-0.29,-0.49,-0.73,0.20,-0.71,-0.21,0.17,0.14,0.63,-0.12,-0.10,-0.36,-0.13,0.93,0.28,0.26,0.08,-0.04,0.61,0.09,-0.85,-0.30,0.10,-0.60,0.34,-0.33,0.41,-0.50,0.76,-0.38,0.44,0.01,0.13,0.48,-0.99,-0.01,6.5825e-03,0.11,-0.29,-0.09,-0.36,1.39
christchurch;0.11086,-0.17,-0.78,-0.12,-0.71,0.05,-0.83,0.19,-0.25,-0.80,0.11,-0.78,0.62,-0.56,-0.71,0.95,-0.23,0.46,-1.69,0.78,0.76,0.68,-0.63,0.52,0.42,0.02,0.45,-2.0779e-03,-0.87,0.01,0.40,0.75,0.51,-0.97,0.75,0.09,0.96,-0.38,0.24,-0.31,-0.49,-0.24,-0.39,-0.40,-0.78,1.70,-0.28,-0.24,0.94,-0.54
dreamworks; 1.7619,-1.16,0.27,1.49,0.65,-0.81,-0.35,-1.22,0.17,1.47,0.01,0.91,-1.25,0.73,0.73,0.28,0.11,0.67,-0.15,0.57,0.69,0.87,0.43,-0.59,-1.40,0.45,-0.90,-0.21,-0.89,-1.34,0.95,-0.05,0.25,0.09,-0.49,-0.09,-0.77,-0.67,-0.11,-1.33,-0.16,0.01,-0.99,-0.35,-0.89,0.07,0.09,-0.65,-1.77,0.76
procter;-0.96064,-1.18,-0.28,1.34,-0.74,0.49,-0.41,-0.58,0.53,-0.05,-0.25,0.90,-0.71,-1.69,-0.30,-0.12,-0.64,0.23,-0.60,-1.22,0.91,0.07,0.80,-0.58,-0.77,-0.20,-0.28,-0.44,0.08,-0.08,0.43,0.65,0.88,0.75,0.01,-0.83,-1.15,0.06,0.71,-0.56,0.68,0.17,-0.16,0.17,0.95,0.79,-0.36,0.15,0.06,0.75
autism; 1.3367,0.48,-0.07,-0.47,-0.72,2.39,-0.16,-1.46,1.10,0.68,0.60,-0.25,0.43,-0.50,0.19,0.44,-0.74,0.05,0.12,0.94,-1.28,0.93,0.14,0.72,0.84,-0.27,-0.03,-0.71,-0.80,0.47,0.86,0.98,0.24,-1.56,-0.34,-0.42,0.17,-0.77,0.78,0.11,-0.43,-0.23,-0.60,1.53,0.56,0.44,0.38,0.90,0.30,0.49
regents;-0.57115,-0.23,-0.34,-0.58,-1.13,-0.38,0.12,-0.10,-0.63,-0.47,-0.23,0.12,0.59,-0.25,-0.67,0.59,-0.26,0.37,0.13,0.07,0.10,-0.29,-0.15,-0.73,-0.21,-1.41,0.18,-0.63,-2.53,-1.00,0.53,0.04,-1.18,-0.94,0.85,-0.62,1.04,0.58,0.91,-0.25,-1.07,-0.28,-0.16,1.53,-0.93,0.07,0.51,0.56,7.5638e-04,0.09
juarez;0.86782,-0.69,0.04,0.60,-0.12,-0.87,0.28,-0.05,-0.01,0.40,0.09,-1.45,-0.45,-0.57,0.78,-1.40,-0.68,0.54,0.23,0.26,-1.46,-0.41,-0.29,0.66,-1.45,-0.84,0.08,0.49,0.25,-0.73,0.37,-0.04,-0.24,-0.55,-0.45,-2.3246e-03,-0.97,0.08,0.51,0.91,-0.83,0.97,0.78,-0.41,-0.03,-0.41,-0.25,-1.11,-0.06,-0.34
oceanic;0.011077,0.56,-0.51,0.78,-0.97,0.03,0.04,-0.37,0.33,-1.85,1.02,0.69,1.18,1.56,-0.75,0.32,-0.10,0.43,-0.84,-0.04,-0.32,-0.17,0.60,-0.63,0.42,0.10,-0.66,0.48,-0.31,0.79,1.04,-0.23,0.39,-0.51,-1.07,0.28,-1.14,-0.10,0.79,0.30,-0.30,-0.01,1.46,0.24,-0.76,0.26,0.79,0.69,-0.33,-0.21
boutique;0.74075,0.30,-0.94,-0.01,0.19,-0.67,-1.35,-1.13,0.38,0.66,-0.19,-0.16,-0.56,0.16,-0.04,0.25,-0.22,0.43,0.62,-0.54,1.07,0.35,-1.46,1.03,-1.55,0.08,-1.04,0.79,0.12,-0.68,0.76,-0.08,0.61,0.57,0.36,-0.23,-0.35,0.72,0.22,-0.11,0.59,-0.15,0.36,0.11,0.28,-0.13,-0.23,-0.98,0.18,0.65
resettlement; 1.39,-0.36,-0.05,-0.62,-0.57,-0.16,-0.75,0.13,0.87,-0.86,-0.15,-0.38,1.12,-0.95,0.72,-0.24,1.31,-0.08,1.42,1.03,-0.11,-0.55,-1.05,-0.10,0.43,0.28,1.01,-1.06,-0.14,0.30,1.53,-1.3772e-03,-0.88,-0.15,-0.30,1.19,0.30,-0.14,-0.16,0.09,-1.04,-0.46,0.33,-0.23,-0.27,-1.52,-0.22,0.78,-0.10,0.02
marshals;0.45315,-0.72,0.43,-0.10,0.28,-1.15,-0.06,0.57,0.52,-1.49,0.05,0.26,-0.07,0.80,0.03,-0.23,-0.70,0.05,-0.79,-1.05,0.52,0.35,0.01,-0.33,-0.85,-1.22,0.22,-0.02,0.18,-0.36,-0.15,0.35,-0.68,-0.97,0.33,0.32,0.22,-0.65,-0.83,0.53,-0.12,0.72,1.08,0.49,-0.48,-1.02,-0.24,-0.33,-0.47,0.28
janata;-0.19116,-0.96,0.86,0.43,0.06,1.76,0.98,-0.36,-1.80,-0.77,0.11,-0.66,-0.08,0.83,-1.39,0.48,0.21,0.65,0.02,0.89,-0.43,-0.93,0.24,0.35,0.50,-1.20,-0.02,-0.57,-2.42,0.36,0.83,1.17,-0.65,0.93,-1.35,-0.58,-0.08,-0.44,0.31,0.30,-0.57,0.28,-2.00,0.23,-0.31,0.66,-1.42,0.28,0.95,-1.19
dart;-0.058985,-0.01,0.80,0.67,-1.05,0.82,-0.38,-0.20,0.57,-0.85,-0.38,0.81,-0.08,0.19,-0.93,-0.20,-0.38,0.83,-1.16,-0.97,0.18,-0.18,0.67,0.17,0.39,-0.70,0.22,0.36,0.11,-0.91,0.05,-0.01,-0.20,-0.14,-0.34,-0.05,-0.04,-0.71,0.51,4.791e-03,0.98,-0.07,-0.36,0.54,0.29,0.10,0.27,-0.43,0.29,0.02
tory;-0.8724,-0.28,0.42,-0.59,0.24,0.64,-0.29,6.3962e-03,-1.35,-1.04,-0.89,0.17,0.05,0.45,-0.61,0.17,0.84,-0.76,0.25,-0.02,-0.29,-0.16,0.28,0.14,-9.9199e-04,-0.52,-0.01,-0.39,-0.83,1.41,0.37,-0.10,-0.39,0.41,-0.56,-0.31,-0.27,-0.48,-0.17,-0.93,0.10,0.40,-1.06,0.37,0.14,3.634e-03,-1.14,-0.25,0.79,-0.29
vinci; 1.2659,-0.56,-0.49,0.29,-0.38,-0.37,0.06,-1.31,-0.47,0.98,-0.04,0.54,-0.46,-0.05,0.75,-0.68,-0.76,-0.52,-0.25,0.37,-0.09,-0.05,-0.93,0.01,0.47,-0.36,-0.51,-0.22,-0.89,-1.52,0.42,-0.27,-0.34,0.04,-0.55,0.02,0.68,0.56,0.18,-0.60,0.93,-0.12,1.18,-0.67,0.50,0.96,0.73,-0.77,0.86,-0.24
brookings;-0.80889,0.29,0.19,-0.94,0.36,-0.76,-0.18,-0.34,-0.12,-0.99,-1.05,-0.51,0.14,1.21,-0.86,-0.04,1.82,0.06,0.10,1.21,0.74,0.17,-0.22,9.27e-03,0.45,-1.16,-0.70,-0.15,-1.74,0.06,-0.42,-1.13,0.68,-1.00,-0.99,-0.66,-0.66,0.80,1.17,0.03,-0.12,0.20,0.85,-0.24,0.15,0.32,-0.03,1.26,-0.21,1.27
naomi;-0.55631,0.54,0.53,0.30,-0.14,0.90,-0.09,-0.56,-0.43,-0.75,-0.14,-0.11,-0.79,0.08,1.38,1.03,0.24,-0.13,0.70,0.15,0.20,0.48,-6.7806e-03,0.70,0.88,-0.34,-0.29,-0.24,-0.94,-0.47,-0.36,-0.35,0.53,0.48,0.05,-0.33,-0.22,-0.22,4.3758e-04,-0.16,0.01,0.96,0.06,-0.74,0.83,-1.20,0.89,-1.09,-0.44,0.60
planetary;0.89931,0.76,0.28,0.54,0.08,0.35,0.13,-0.74,0.30,-0.27,0.82,0.55,0.37,2.14,-0.68,0.23,0.14,0.35,-0.99,-0.26,-0.68,-0.09,-0.02,-0.60,0.38,0.11,-0.77,-0.37,-0.36,0.55,0.60,-0.65,-0.80,-1.85,-0.09,0.29,-0.71,-0.07,0.89,0.43,-0.64,-0.05,0.19,1.20,-0.97,-0.21,1.56,0.26,-0.40,-0.18
siena; 1.1869,0.27,-0.66,-0.31,0.13,-0.32,-0.49,-0.39,-1.44,0.05,-0.33,-0.85,-0.54,-1.62,0.17,-0.91,-0.28,-0.24,-0.51,0.80,-0.92,-0.39,-0.60,0.70,-0.47,0.34,0.84,0.32,-1.17,-0.57,0.37,1.22,0.13,-0.63,-0.57,0.29,-0.43,1.06,0.97,-1.14,1.06,-0.53,-0.30,-0.61,-0.11,0.81,0.66,-0.44,1.05,-0.46
orchestras;-0.18652,0.45,-1.08,-0.59,-1.18,-0.26,-0.08,1.38,-0.86,0.86,0.60,2.5019e-03,0.41,1.86,-0.53,-0.82,0.42,0.60,-0.25,-0.65,1.03,-0.11,-0.26,1.06,-0.57,0.39,-1.04,-0.84,-1.24,-0.37,1.76,0.80,1.61,-0.78,-0.29,0.42,0.58,0.28,-0.07,0.75,-0.41,-0.10,0.25,0.14,0.10,0.77,-0.65,0.01,-2.03,0.51
mousavi;-0.17441,0.70,2.48,0.38,-0.40,-0.12,0.29,0.09,-0.86,0.82,-0.62,-1.83,-0.01,-0.68,0.15,0.20,-0.29,0.06,1.27,-0.31,-0.31,-0.14,0.45,0.16,0.25,-1.03,-0.08,0.30,-0.97,0.57,0.05,-0.36,-1.56,-0.61,-0.59,0.11,0.20,0.50,-0.45,-0.21,1.14,0.76,-1.61,-0.44,1.07,-0.57,-1.22,-0.01,1.18,-1.67
mattel;0.45423,-1.64,-0.03,1.27,0.48,0.89,-0.97,-1.23,0.09,0.45,0.62,-0.11,-0.73,-0.52,1.36,0.33,-1.75,0.72,0.35,-0.70,0.47,0.34,-0.86,-0.45,-0.72,-0.31,-0.95,-0.12,-0.29,-1.30,-0.01,0.48,0.25,0.27,0.20,-0.42,-0.20,-0.28,0.55,-0.71,-0.45,-0.11,-0.07,-0.38,0.74,0.76,-0.04,0.52,-0.45,0.46
violet;0.25746,1.30,-0.53,-0.27,0.29,1.29,-0.10,-0.38,-0.85,0.22,0.77,0.44,0.89,-0.21,-0.19,0.76,-0.59,-0.20,-0.41,-0.54,-0.63,0.08,0.44,-0.28,-0.09,0.06,-0.10,1.01,0.36,-0.23,-0.03,0.08,-0.23,-0.34,0.11,-0.37,-0.15,-0.17,0.25,-0.48,0.39,0.45,-0.32,-0.90,0.59,-0.24,0.26,-1.71,0.03,0.09
emory;-0.56667,0.51,-0.39,-0.61,-0.27,-0.26,-0.50,-0.73,0.81,-0.24,-0.27,-0.14,-0.13,-1.00,-0.12,0.09,-0.33,0.40,0.15,0.66,-0.10,0.76,-0.10,-0.45,0.04,-0.86,0.23,-0.67,-1.14,-0.34,-0.16,-0.54,-0.31,-0.93,-0.30,-0.02,-0.55,0.90,1.70,0.64,8.3813e-03,0.21,-0.24,0.69,0.43,0.69,0.70,-0.05,-1.55,0.51
dane;-0.60405,-0.27,-0.23,-0.29,0.33,0.96,-0.75,0.69,0.58,-0.90,-0.12,-0.42,-0.27,-0.64,0.32,-0.19,1.04,-0.42,-0.37,0.39,-0.49,-0.07,0.22,0.66,0.38,-0.99,-0.21,1.4015e-03,-0.88,-0.28,-0.42,-0.31,0.65,0.54,0.24,-0.05,-0.24,0.65,0.43,-0.60,0.60,0.95,-0.28,-0.86,0.21,-0.31,0.25,-0.11,-0.27,0.09
kolkata;-0.083232,-0.26,-0.40,0.37,-0.98,-0.47,7.6119e-03,-0.13,0.13,-0.22,0.24,-0.24,-0.16,-0.59,-0.61,0.54,-0.17,1.08,-0.90,0.96,1.24,0.52,-0.05,1.64,0.55,-0.38,-0.22,-0.32,-0.98,-0.51,0.57,0.65,0.61,-0.25,0.55,0.04,0.27,-0.15,0.44,0.58,-0.40,-0.06,-0.16,0.13,-0.94,1.12,-5.5325e-03,-0.60,1.44,-1.19
watford;-0.68513,0.86,0.06,-0.27,-0.43,-0.22,-0.53,0.75,-0.82,-0.06,-0.31,0.08,-1.11,-1.55,-0.64,0.29,0.47,-0.11,-0.66,0.96,0.38,-0.12,0.04,0.95,-1.16,-0.08,1.34,0.43,0.09,-0.26,0.51,1.01,0.80,-0.43,0.97,0.92,0.72,0.57,0.20,-1.29,1.20,-0.48,-1.21,-0.39,-0.62,0.59,-0.15,-0.15,1.04,-0.41
